Country,BirthRate,BusinessTaxRate,CO2Emissions,GDP,HealthExpCapita,InfantMortalityRate,InternetUsage,LendingInterest,LifeExpectancyFemale,MobilePhoneUsage,PopulationTotal,Cluster
Ukraine,0.009,49.0516561,8529,64883060726,90,0.013,0,0.174,74,0.3,47451600,1
United Kingdom,0.012,49.0516561,8529,15493320082,193,0.005,0.7,0.044,81,1,5971526,2
Bahrain,0.019,49.0516561,17510,13150516509,539,0.01,0.2,0.079,76,0.8,820505,2
"Iran, Islamic Rep.",0.018,49.0516561,8529,1.63227E+11,117,0.023,0.1,0.167,73,0.1,5971526,1
Iraq,0.035,49.0516561,8529,36627901762,55,0.034,0,0.129,72,0,26673536,0
Israel,0.021,49.0516561,63201,1.26571E+11,193,0.005,0.2,0.075,82,1.1,6809000,1
Jordan,0.03,49.0516561,19241,11407566660,203,0.021,0.1,0.083,74,0.3,5290000,2
Kuwait,0.021,49.0516561,63534,59440511982,743,0.01,0.2,0.056,75,0.8,2196466,1
Lebanon,0.015,49.0516561,16835,20955223881,458,0.013,0.1,0.108,78,0.2,3853582,1
Oman,0.022,49.0516561,27987,24673602280,310,0.011,0.1,0.076,76,0.3,2464001,2
Qatar,0.016,49.0516561,44393,31734065019,193,0.009,0.2,0.07,78,0.7,720383,2
Saudi Arabia,0.024,49.0516561,8529,15493320082,399,0.017,0.1,0.119,76,0.4,23839231,1
Syrian Arab Republic,0.028,49.0516561,51111,25086930693,61,0.017,0,0.075,76,0.1,17676012,0
United Arab Emirates,0.016,49.0516561,8529,1.47824E+11,995,0.009,0.3,0.119,76,1,3658658,1
"Yemen, Rep.",0.036,49.0516561,18881,13873500888,38,0.059,0,0.185,63,0.1,19612696,0
American Samoa,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0,59262,2
Australia,0.012,49.0516561,8529,15493320082,193,0.005,0.1,0.089,83,0.8,20127400,2
Fiji,0.024,49.0516561,1133,2727507213,120,0.02,0.1,0.072,71,0.2,818995,2
French Polynesia,0.019,49.0516561,788,15493320082,193,0.02,0.2,0.119,77,0.4,251811,2
Guam,0.02,49.0516561,8529,15493320082,193,0.02,0.4,0.119,79,0.6,158194,2
Kiribati,0.025,49.0516561,44,102220915,119,0.05,0,0.119,69,0,88936,0
Marshall Islands,0.02,49.0516561,88,131106366,449,0.033,0,0.119,75,0,52074,2
"Micronesia, Fed. Sts.",0.027,49.0516561,147,239563310,233,0.038,0.1,0.154,68,0.1,106575,0
New Caledonia,0.017,49.0516561,2552,15493320082,193,0.02,0.3,0.119,79,0.5,230068,2
New Zealand,0.014,49.0516561,34759,1.02986E+11,193,0.006,0.6,0.071,82,0.7,4087500,1
Papua New Guinea,0.033,49.0516561,4481,3927114457,30,0.056,0,0.133,62,0,5948461,0
Samoa,0.03,49.0516561,154,374507188,106,0.017,0,0.112,74,0.1,178794,0
Solomon Islands,0.035,49.0516561,180,375109695,46,0.029,0,0.143,67,0,457827,0
Tonga,0.029,49.0516561,172,240794581,115,0.014,0,0.116,74,0.2,100319,0
Vanuatu,0.03,49.0516561,55,364996869,62,0.018,0,0.076,71,0.1,204135,0
Antigua and Barbuda,0.019,49.0516561,407,905113767,453,0.011,0.2,0.12,77,0.7,81718,2
Argentina,0.018,49.0516561,8529,1.83296E+11,327,0.016,0.2,0.068,78,0.4,38308779,1
Aruba,0.013,49.0516561,2259,2228279330,193,0.02,0.2,0.116,77,1,98742,2
"Bahamas, The",0.015,49.0516561,1723,7094413000,193,0.013,0.2,0.06,77,0.6,322400,2
Barbados,0.013,49.0516561,1294,3509700000,737,0.015,0.5,0.083,76,0.7,272205,2
Belize,0.027,49.0516561,381,1057850000,175,0.019,0.1,0.139,75,0.3,265040,0
Bermuda,0.013,49.0516561,671,4484703000,193,0.02,0.6,0.119,81,0.8,63740,2
Bolivia,0.029,49.0516561,13084,8773451739,51,0.046,0,0.145,67,0.2,9187610,0
Brazil,0.019,49.0516561,8529,15493320082,257,0.022,0.2,0.119,75,0.4,5971526,1
Canada,0.011,49.0516561,8529,15493320082,193,0.005,0.7,0.04,83,0.5,31995000,2
Cayman Islands,0.02,49.0516561,499,15493320082,193,0.02,0.1,0.119,75,0.7,47299,2
Chile,0.015,49.0516561,60047,1.00631E+11,414,0.008,0.3,0.051,81,0.6,16168241,1
Colombia,0.022,49.0516561,55071,1.17075E+11,148,0.019,0.1,0.151,76,0.2,42527623,1
Costa Rica,0.018,49.0516561,6931,18596365927,346,0.009,0.2,0.119,81,0.2,4246336,2
Cuba,0.012,49.0516561,25005,38202800000,209,0.006,0.1,0.119,80,0,11273363,2
Curacao,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,133363,2
Dominica,0.02,49.0516561,110,366976849,243,0.013,0.3,0.089,75,0.6,70325,2
Dominican Republic,0.024,49.0516561,18786,22163928097,120,0.03,0.1,0.119,75,0.3,9207389,2
Ecuador,0.024,49.0516561,28658,36591661000,178,0.025,0,0.1,77,0.3,13529091,2
El Salvador,0.021,49.0516561,6366,15798300000,191,0.021,0,0.119,75,0.3,6050297,2
Greenland,0.016,49.0516561,583,1644951892,193,0.02,0.6,0.119,72,0.7,56911,2
Grenada,0.019,49.0516561,205,600014341,342,0.013,0.2,0.102,74,0.4,102655,2
Guatemala,0.035,49.0516561,11621,23965280312,124,0.035,0.1,0.138,73,0.3,12367800,0
Guyana,0.022,49.0516561,1628,785918770,55,0.036,0.1,0.145,68,0.2,756939,0
Haiti,0.029,49.0516561,1988,3660483886,22,0.067,0.1,0.119,61,0,9129933,0
Honduras,0.029,49.0516561,7367,8772197585,103,0.027,0.1,0.199,74,0.1,6762426,0
Jamaica,0.017,49.0516561,10715,10173234921,183,0.018,0.1,0.181,74,0.7,2634145,2
Mexico,0.022,49.0516561,8529,15493320082,441,0.017,0.1,0.074,78,0.4,5971526,2
Nicaragua,0.026,49.0516561,4426,5795568203,66,0.027,0,0.135,75,0.1,5386299,0
Panama,0.023,49.0516561,5805,14179300000,347,0.02,0.1,0.088,79,0.4,3303335,2
Paraguay,0.026,49.0516561,4089,8033877360,82,0.025,0,0.119,73,0.3,5793330,0
Peru,0.022,49.0516561,31896,65702520516,111,0.023,0.1,0.119,75,0.1,27403845,1
Puerto Rico,0.013,49.0516561,8529,80322313000,193,0.02,0.2,0.119,82,0.5,3826878,1
Sint Maarten (Dutch part),0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,35318,2
St. Kitts and Nevis,0.02,49.0516561,227,497548517,363,0.011,0.2,0.103,75,0.6,48421,2
St. Lucia,0.018,49.0516561,356,858255380,330,0.015,0.2,0.111,75,0.6,163460,2
St. Vincent and the Grenadines,0.018,49.0516561,194,522544702,179,0.019,0.1,0.097,73,0.7,108562,2
Suriname,0.021,49.0516561,2292,1484092538,207,0.027,0.1,0.204,72,0.4,493394,2
Trinidad and Tobago,0.015,49.0516561,30993,12884712296,522,0.024,0.3,0.093,73,0.5,1290379,2
Turks and Caicos Islands,0.02,49.0516561,103,15493320082,193,0.02,0.1,0.119,75,0.5,25025,2
United States,0.014,49.0516561,8529,15493320082,193,0.007,0.6,0.043,80,0.6,5971526,2
Uruguay,0.016,49.0516561,5611,13686333822,350,0.013,0.2,0.119,79,0.2,3323822,2
"Venezuela, RB",0.022,49.0516561,8529,1.12451E+11,239,0.016,0.1,0.185,76,0.3,26261326,1
Virgin Islands (U.S.),0.015,49.0516561,8529,15493320082,193,0.02,0.3,0.119,82,0.6,107950,2
Algeria,0.021,49.0516561,8529,1.03199E+11,95,0.029,0.1,0.08,71,0.4,33960903,1
Angola,0.049,52.1,19156,28233699240,71,0.02,0,0.119,50,0.1,16544376,0
Benin,0.04,49.0516561,2398,4358015993,25,0.075,0,0.119,59,0.1,8182362,0
Botswana,0.025,49.0516561,4613,9931223496,298,0.043,0,0.157,47,0.3,1875805,0
Burkina Faso,0.045,47.5,1126,5462709055,28,0.086,0,0.119,53,0,13421929,0
Burundi,0.044,49.0516561,154,1117254387,14,0.075,0,0.184,51,0,7770392,0
Cameroon,0.04,50.6,3696,16587921221,45,0.078,0,0.177,53,0.1,18137734,0
Central African Republic,0.037,49.0516561,213,1350300947,15,0.02,0,0.177,47,0,3960897,0
Chad,0.05,49.0516561,400,6646663021,25,0.101,0,0.177,48,0,10014413,0
Comoros,0.039,49.0516561,110,387036132,28,0.07,0,0.11,60,0,600733,0
"Congo, Dem. Rep.",0.046,49.0516561,2226,11964484458,7,0.105,0,0.119,49,0.1,5971526,0
"Congo, Rep.",0.039,49.0516561,1456,6087002682,42,0.062,0,0.177,55,0.2,3542867,0
Cote d'Ivoire,0.037,47.3,7825,16363437145,53,0.089,0,0.119,48,0.1,17393994,0
Djibouti,0.029,37.8,473,708633195,63,0.071,0,0.112,59,0.1,776585,0
"Egypt, Arab Rep.",0.024,54.3,8529,89685724889,64,0.026,0.1,0.131,72,0.2,5971526,1
Equatorial Guinea,0.038,44.1,4712,6915849240,220,0.087,0,0.177,50,0.2,603648,0
Eritrea,0.04,49.0516561,766,1098425900,6,0.047,0.1,0.119,61,0,4854066,0
Ethiopia,0.039,30.3,5053,12173919387,7,0.07,0,0.07,58,0,5971526,0
Gabon,0.033,45.1,2087,8665736618,187,0.05,0,0.177,61,0.5,1379465,0
"Gambia, The",0.044,49.0516561,323,624173996,20,0.057,0,0.119,58,0.2,1436549,0
Ghana,0.034,39.8,6956,10731883141,35,0.058,0,0.119,60,0.1,21384034,0
Guinea,0.04,49.0516561,1181,2937072009,16,0.085,0,0.119,53,0,9576331,0
Guinea-Bissau,0.04,54.2,213,572853554,24,0.096,0,0.119,53,0.1,1421515,0
Kenya,0.039,49.8,8562,18737895401,23,0.061,0,0.129,56,0.1,35785718,0
Lesotho,0.029,28.8,8529,1368405301,45,0.085,0,0.117,44,0.1,1925844,0
Liberia,0.04,49.0516561,741,542000000,13,0.083,0.1,0.17,56,0,3269786,0
Libya,0.023,49.0516561,52108,44000000000,213,0.02,0,0.061,75,0.4,5594450,1
Madagascar,0.038,46.9,1742,5038577519,13,0.055,0,0.119,63,0,18290394,0
Malawi,0.042,33.4,917,2754995877,17,0.073,0,0.119,49,0,12924746,0
Mali,0.048,51.4,568,5305317555,29,0.097,0,0.119,51,0.1,11941258,0
Mauritania,0.037,49.0516561,1676,2184444849,29,0.075,0,0.119,62,0.2,3146164,0
Mauritius,0.015,49.0516561,3410,6283796155,239,0.014,0.2,0.21,76,0.5,1243253,2
Morocco,0.02,51.7,45771,59523857868,100,0.035,0.2,0.115,71,0.4,30125445,1
Mozambique,0.044,37.5,1822,6578515331,22,0.091,0,0.195,49,0.1,21010376,0
Namibia,0.029,49.0516561,2310,7261366632,262,0.046,0,0.106,58,0.2,2027026,0
Niger,0.051,42.3,829,3405134555,20,0.082,0,0.119,54,0,13183798,0
Nigeria,0.042,31.6,8529,1.12248E+11,53,0.097,0,0.179,49,0.1,5971526,0
Rwanda,0.038,46.8,528,2581286407,17,0.067,0,0.161,56,0,9429457,0
Sao Tome and Principe,0.038,46.9,77,123258507,81,0.048,0.1,0.119,66,0.1,154615,0
Senegal,0.039,50.3,5860,8707015064,41,0.057,0,0.119,62,0.2,11270826,0
Seychelles,0.019,48.4,697,919103262,423,0.012,0.3,0.098,77,0.7,82900,2
Sierra Leone,0.042,49.0516561,546,1627853086,51,0.02,0,0.119,42,0.5,5119895,0
Somalia,0.047,49.0516561,579,15493320082,193,0.105,0,0.119,54,0.1,8466938,0
South Africa,0.023,37.6,8529,15493320082,450,0.051,0.1,0.106,53,0.7,47639556,0
South Sudan,0.04,49.0516561,8529,15493320082,193,0.087,0.1,0.119,52,0.5,8039351,0
Sudan,0.038,49.7,10708,26524992225,35,0.061,0,0.119,62,0,31585871,0
Swaziland,0.032,36.3,1019,2584077931,159,0.081,0,0.106,46,0.2,1104642,0
Tanzania,0.042,43.8,5618,14141916592,15,0.057,0,0.152,54,0.1,38824384,0
Togo,0.038,52.5,1338,2115154090,25,0.068,0,0.119,55,0.1,5540214,0
Tunisia,0.017,60.6,22801,32282960678,181,0.02,0.1,0.119,76,0.6,10029000,2
Uganda,0.047,36.9,2285,9013834490,29,0.068,0,0.196,53,0,28724869,0
Zambia,0.044,49.0516561,2274,7178556337,44,0.076,0,0.119,48,0.1,11470022,0
Zimbabwe,0.032,32.3,10774,5755215232,193,0.057,0.1,0.119,43,0.1,12710589,0
Afghanistan,0.045,36.3,1016,6275076016,21,0.084,0,0.119,58,0,24860855,0
Armenia,0.014,36.6,4360,4900436759,85,0.021,0.1,0.18,77,0.1,3014917,2
Azerbaijan,0.017,46.4,34338,13245421881,122,0.044,0.1,0.17,72,0.3,8391850,2
Bangladesh,0.023,35.3,37554,60277560976,13,0.051,0,0.14,68,0.1,5971526,0
Bhutan,0.023,40.8,396,818869146,55,0.045,0,0.14,64,0.1,650417,0
Brunei Darussalam,0.02,49.0516561,5126,9531402830,671,0.007,0.4,0.055,79,0.6,367815,2
Cambodia,0.026,49.0516561,2776,6293046162,33,0.052,0,0.119,70,0.1,13356424,0
China,0.012,49.0516561,8529,15493320082,80,0.02,0.1,0.056,75,0.3,5971526,2
Georgia,0.013,57,5068,6411147323,123,0.022,0.1,0.176,77,0.3,4361400,2
"Hong Kong SAR, China",0.008,49.0516561,40546,1.8157E+11,193,0.02,0.6,0.078,85,1.2,6813200,1
India,0.023,49.0516561,8529,15493320082,32,0.056,0,0.108,66,0.1,5971526,0
Indonesia,0.021,37.5,8529,15493320082,36,0.033,0,0.141,71,0.2,5971526,2
Japan,0.008,52.5,8529,15493320082,193,0.003,0.7,0.119,85,0.8,5971526,2
Kazakhstan,0.018,44.1,8529,57123671734,154,0.029,0,0.119,72,0.4,15147029,2
"Korea, Dem. Rep.",0.016,49.0516561,83014,15493320082,193,0.026,0.1,0.119,72,0.5,23813333,1
"Korea, Rep.",0.009,35.4,8529,15493320082,988,0.005,0.7,0.056,82,0.8,48138077,2
Kyrgyz Republic,0.021,49.0516561,5233,2459876152,28,0.034,0.1,0.119,72,0.1,5162600,0
Lao PDR,0.028,35.2,1434,2735550177,20,0.07,0,0.119,66,0.1,5790646,0
"Macao SAR, China",0.008,49.0516561,1837,11792570016,193,0.02,0.3,0.07,81,1.1,468149,2
Malaysia,0.019,36,8529,1.43533E+11,179,0.007,0.5,0.06,76,0.8,25843466,1
Maldives,0.021,49.0516561,700,992473987,235,0.019,0.1,0.13,75,0.7,297576,2
Mongolia,0.02,39.8,8647,2523359941,60,0.037,0.1,0.119,69,0.2,2526502,2
Myanmar,0.019,49.0516561,11613,15493320082,5,0.051,0,0.15,66,0,5971526,0
Nepal,0.028,32.5,3242,8130258976,19,0.047,0,0.081,66,0,25292058,0
Pakistan,0.028,43.1,8529,1.09502E+11,22,0.08,0.1,0.091,66,0.1,5971526,0
Philippines,0.027,47.2,74832,1.03066E+11,47,0.028,0.1,0.102,71,0.4,5971526,1
Singapore,0.01,27.7,30359,1.27418E+11,1058,0.002,0.6,0.053,83,1,4265800,1
Sri Lanka,0.019,56.7,11643,24405791045,49,0.012,0,0.108,77,0.2,19644000,2
Tajikistan,0.03,49.0516561,2439,2312319579,16,0.054,0,0.119,69,0,6805655,0
Thailand,0.013,37.5,8529,1.76352E+11,95,0.015,0.2,0.058,76,0.5,5971526,1
Timor-Leste,0.038,48.4,176,479100000,33,0.065,0,0.167,65,0,982889,0
Turkmenistan,0.023,49.0516561,45375,8104355717,107,0.058,0,0.119,69,0,4747839,0
Uzbekistan,0.02,49.0516561,8529,14307509839,28,0.047,0,0.119,71,0,26167000,0
Vietnam,0.017,39.9,97942,57633255739,36,0.024,0.1,0.11,80,0.1,5971526,1
Albania,0.014,58.2,4254,8376483740,160,0.018,0.1,0.131,79,0.5,2992724,2
Andorra,0.011,49.0516561,576,2539759286,193,0.003,0.4,0.119,75,0.8,81223,2
Austria,0.01,58.2,74238,15493320082,193,0.004,0.6,0.119,82,1.1,8227829,1
Belarus,0.009,49.0516561,59064,30210091837,215,0.007,0.1,0.114,75,0.4,9663000,1
Belgium,0.011,59.5,8529,15493320082,193,0.004,0.6,0.067,82,0.9,10478617,2
Bosnia and Herzegovina,0.008,42.8,25618,10948051122,246,0.007,0.2,0.096,78,0.4,3879828,2
Bulgaria,0.009,45.2,47909,28895083540,274,0.014,0.2,0.087,76,0.8,7739900,1
Croatia,0.01,49.0516561,23106,44821408831,705,0.006,0.3,0.112,79,0.8,4442000,2
Cyprus,0.012,49.0516561,7503,16997801392,193,0.004,0.3,0.071,81,0.8,1032586,2
Czech Republic,0.01,48.8,8529,1.30066E+11,882,0.004,0.4,0.058,79,1.2,10211216,1
Denmark,0.012,33.3,47099,15493320082,193,0.004,0.8,0.119,80,1,5419432,1
Estonia,0.011,50.3,16780,13905561150,513,0.006,0.6,0.049,78,1.1,1354775,2
Faeroe Islands,0.02,49.0516561,766,1730894295,193,0.02,0.7,0.119,82,0.9,49157,2
Finland,0.011,49.5,54646,1.95778E+11,193,0.003,0.7,0.119,82,1,5246096,1
France,0.013,49.0516561,8529,15493320082,193,0.004,0.4,0.119,84,0.8,5971526,2
Germany,0.008,47.7,8529,15493320082,193,0.004,0.7,0.119,82,0.9,5971526,2
Greece,0.01,54,98675,15493320082,193,0.005,0.2,0.119,82,0.9,11092913,1
Hungary,0.01,56.6,57917,1.10322E+11,923,0.007,0.4,0.085,77,0.9,10087065,1
Iceland,0.014,49.0516561,2204,16286331747,193,0.002,0.9,0.148,84,1,296734,2
Ireland,0.015,49.0516561,43535,2.02578E+11,193,0.004,0.4,0.026,81,1,4159914,1
Isle of Man,0.011,49.0516561,8529,2915710378,193,0.02,0.1,0.119,75,0.5,80345,2
Italy,0.01,49.0516561,8529,15493320082,193,0.004,0.4,0.053,84,1.2,5971526,2
Latvia,0.01,36.4,7176,16041840426,442,0.011,0.5,0.061,77,0.8,2238799,2
Liechtenstein,0.011,49.0516561,8529,3658356378,193,0.02,0.6,0.119,84,0.8,34740,2
Lithuania,0.009,51.2,13993,26085307222,446,0.008,0.4,0.053,77,1.3,3322528,2
Luxembourg,0.012,49.0516561,11544,37643013481,193,0.003,0.7,0.119,82,1.1,465158,1
"Macedonia, FYR",0.011,49.0516561,11280,5985809060,231,0.012,0.3,0.121,77,0.5,2090044,2
Malta,0.01,49.0516561,2699,5980795756,193,0.006,0.4,0.055,81,0.8,403834,2
Moldova,0.012,48,4895,2988172424,76,0.019,0.1,0.193,72,0.3,3595187,2
Monaco,0.02,49.0516561,8529,4280072626,193,0.004,0.6,0.119,75,0.5,33808,2
Montenegro,0.013,49.0516561,2057,2257181943,319,0.01,0.3,0.119,76,0.9,615820,2
Netherlands,0.012,47.7,8529,15493320082,193,0.005,0.8,0.028,82,1,16319868,2
Norway,0.012,41.1,42438,15493320082,193,0.003,0.8,0.04,83,1,4623291,1
Poland,0.01,43.2,8529,15493320082,494,0.007,0.4,0.068,79,0.8,38165445,2
Portugal,0.01,43.8,65309,1.91848E+11,193,0.004,0.4,0.119,81,1.1,10503330,1
Romania,0.01,55.8,95676,99172613716,251,0.018,0.2,0.196,76,0.6,21319685,1
Russian Federation,0.01,60,8529,15493320082,277,0.014,0.2,0.107,72,0.8,5971526,2
San Marino,0.01,49.0516561,8529,1375416604,193,0.004,0.5,0.072,85,0.6,29775,2
Serbia,0.01,35.8,8529,25234408773,307,0.008,0.3,0.168,75,0.7,7440769,2
Slovak Republic,0.01,48.7,39175,61328471583,627,0.008,0.6,0.067,78,0.8,5372807,1
Slovenia,0.009,39.2,15867,35717733757,193,0.004,0.5,0.078,81,0.9,2000474,2
Spain,0.011,61.9,8529,15493320082,193,0.005,0.5,0.119,84,1,43653155,2
Sweden,0.011,54.1,51562,15493320082,193,0.003,0.8,0.033,83,1,9029572,2
Switzerland,0.01,28.8,41375,15493320082,193,0.004,0.7,0.031,84,0.9,7437115,2
Turkey,0.019,52.8,8529,15493320082,366,0.026,0.2,0.119,76,0.6,5971526,1
Ukraine,0.009,57.3,8529,86142018069,117,0.013,0,0.162,74,0.6,47105150,1
United Kingdom,0.012,34.7,8529,15493320082,193,0.005,0.7,0.046,81,1.1,5971526,2
Bahrain,0.019,49.0516561,19208,15969151306,573,0.009,0.2,0.078,76,0.9,879534,2
"Iran, Islamic Rep.",0.018,44.2,8529,1.92015E+11,156,0.022,0.1,0.16,73,0.1,5971526,1
Iraq,0.034,49.0516561,8529,49954890353,55,0.033,0,0.137,72,0.1,27377045,0
Israel,0.021,39.1,60245,1.33959E+11,193,0.005,0.3,0.068,82,1.2,6930100,1
Jordan,0.03,31.1,21027,12582876895,213,0.02,0.1,0.076,74,0.6,5411000,2
Kuwait,0.021,49.0516561,71547,80797945205,834,0.01,0.3,0.075,75,0.6,2296314,1
Lebanon,0.014,35.4,16245,21287562189,420,0.012,0.1,0.106,79,0.2,3986865,1
Oman,0.022,49.0516561,29893,30905071771,331,0.011,0.1,0.071,77,0.5,2522325,2
Qatar,0.015,49.0516561,51881,44530493222,193,0.009,0.2,0.067,78,0.9,821159,1
Saudi Arabia,0.023,49.0516561,8529,15493320082,466,0.017,0.1,0.119,76,0.6,24690067,2
Syrian Arab Republic,0.027,43.3,50634,28858965517,63,0.016,0.1,0.08,77,0.2,18167367,1
United Arab Emirates,0.016,49.0516561,8529,1.80617E+11,1030,0.008,0.4,0.119,77,1.1,4148883,1
"Yemen, Rep.",0.035,49.0516561,20044,16753787028,42,0.056,0,0.18,63,0.1,20139661,0
American Samoa,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,59117,2
Australia,0.013,52.1,8529,15493320082,193,0.005,0.6,0.091,83,0.9,20394800,2
Fiji,0.023,41.5,1364,3006725015,132,0.02,0.1,0.068,71,0.2,822484,2
French Polynesia,0.018,49.0516561,851,15493320082,193,0.02,0.2,0.119,77,0.5,254884,2
Guam,0.019,49.0516561,8529,15493320082,193,0.02,0.4,0.119,79,0.5,158401,2
Kiribati,0.025,31.8,62,106147384,118,0.05,0,0.119,69,0,90468,0
Marshall Islands,0.035,49.0516561,84,137556823,462,0.033,0,0.119,75,0,52058,2
"Micronesia, Fed. Sts.",0.026,59.6,117,249845593,285,0.037,0.1,0.164,69,0.1,106198,0
New Caledonia,0.017,49.0516561,2838,15493320082,193,0.02,0.3,0.119,79,0.6,234393,2
New Zealand,0.014,36.6,33920,1.13791E+11,193,0.005,0.6,0.078,82,0.9,4133900,1
Papua New Guinea,0.033,41.6,4613,4901584516,32,0.056,0,0.115,63,0,6095959,0
Samoa,0.029,49.0516561,158,412220560,114,0.017,0,0.114,74,0.1,179928,0
Solomon Islands,0.035,49.0516561,180,413909879,69,0.029,0,0.141,67,0,469306,0
Tonga,0.029,27.5,158,264812954,167,0.013,0,0.114,74,0.3,100960,0
Vanuatu,0.029,49.0516561,55,394962552,61,0.018,0.1,0.075,71,0.1,209375,0
Antigua and Barbuda,0.019,51.5,411,1001970945,544,0.011,0.3,0.114,77,1,82565,2
Argentina,0.018,49.0516561,8529,2.22908E+11,395,0.015,0.2,0.062,79,0.6,38647854,1
Aruba,0.012,49.0516561,2274,2331005587,193,0.02,0.3,0.115,77,1,100031,2
"Bahamas, The",0.015,49.0516561,1599,7706222000,193,0.013,0.3,0.055,77,0.7,329088,2
Barbados,0.013,49.0516561,1353,3891500000,765,0.015,0.5,0.092,76,0.8,273568,2
Belize,0.027,34.7,396,1114200000,182,0.018,0.1,0.143,75,0.4,271920,0
Bermuda,0.013,49.0516561,444,4868136000,193,0.02,0.7,0.119,81,0.8,64154,2
Bolivia,0.029,49.0516561,12325,9549196256,57,0.044,0.1,0.166,67,0.3,9354709,0
Brazil,0.018,49.0516561,8529,15493320082,387,0.02,0.2,0.119,76,0.5,5971526,2
Canada,0.011,47.5,8529,15493320082,193,0.005,0.7,0.044,83,0.5,32312000,2
Cayman Islands,0.02,49.0516561,513,15493320082,193,0.02,0.4,0.119,75,1.7,48623,2
Chile,0.015,49.0516561,61730,1.24404E+11,497,0.008,0.3,0.067,81,0.6,16337749,1
Colombia,0.021,49.0516561,60946,1.4652E+11,197,0.018,0.1,0.146,76,0.5,43184026,1
Costa Rica,0.017,55.2,7088,19964893807,364,0.009,0.2,0.119,81,0.3,4320130,2
Cuba,0.011,49.0516561,26006,42644200000,306,0.005,0.1,0.119,80,0,11292078,2
Curacao,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,136708,2
Dominica,0.02,37,114,361615918,255,0.012,0.4,0.099,75,0.7,70542,2
Dominican Republic,0.024,35.5,19651,33969724872,188,0.029,0.1,0.119,75,0.4,9343362,2
Ecuador,0.024,35.3,29908,41507085000,190,0.024,0.1,0.096,78,0.5,13777131,2
El Salvador,0.021,34.7,6454,17093800000,202,0.02,0,0.119,75,0.4,6072538,2
Greenland,0.016,49.0516561,609,1702543477,193,0.02,0.6,0.119,72,0.8,56935,2
Grenada,0.019,45.3,216,700431791,412,0.013,0.2,0.101,74,0.5,102951,2
Guatemala,0.035,38.7,12453,27211230374,138,0.033,0.1,0.13,73,0.4,12678919,0
Guyana,0.022,39,1434,824880550,58,0.036,0.1,0.145,68,0.4,760834,0
Haiti,0.029,40.4,2076,4154289832,20,0.066,0.1,0.119,61,0.1,9260879,0
Honduras,0.029,44,7554,9672006169,109,0.026,0.1,0.188,74,0.2,6898825,0
Jamaica,0.018,49.9,10645,11075778481,170,0.018,0.1,0.174,74,0.7,2643601,2
Mexico,0.022,55.7,8529,15493320082,478,0.017,0.2,0.097,78,0.4,5971526,2
Nicaragua,0.025,49.0516561,4320,6322582497,71,0.026,0,0.121,75,0.2,5455219,0
Panama,0.022,43.9,6839,15464700000,344,0.019,0.1,0.087,79,0.5,3365929,2
Paraguay,0.026,54.5,3832,8734651406,82,0.024,0.1,0.119,73,0.3,5904170,0
Peru,0.022,38.4,37136,74147754854,128,0.022,0.2,0.119,75,0.2,27723281,1
Puerto Rico,0.013,57.6,8529,83914521341,193,0.02,0.2,0.119,82,0.5,3821362,1
Sint Maarten (Dutch part),0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,36936,2
St. Kitts and Nevis,0.02,52.3,235,536410666,389,0.011,0.3,0.1,75,1,49139,2
St. Lucia,0.017,35.7,367,908558307,348,0.015,0.2,0.106,75,0.6,165407,2
St. Vincent and the Grenadines,0.018,45,198,551431645,185,0.019,0.1,0.096,74,0.6,108749,2
Suriname,0.02,27.9,2380,1793557833,243,0.026,0.1,0.174,72,0.5,499523,2
Trinidad and Tobago,0.015,37,28581,16088526686,648,0.024,0.3,0.091,73,0.7,1296933,2
Turks and Caicos Islands,0.02,49.0516561,121,15493320082,193,0.02,0.1,0.119,75,0.5,26450,2
United States,0.014,45.8,8529,15493320082,193,0.007,0.7,0.062,80,0.7,5971526,2
Uruguay,0.015,49.0516561,5776,17362872710,430,0.012,0.2,0.136,79,0.3,3325155,2
"Venezuela, RB",0.022,50.2,8529,1.45513E+11,296,0.016,0.1,0.168,76,0.5,26725897,1
Virgin Islands (U.S.),0.015,49.0516561,8529,15493320082,193,0.02,0.3,0.119,82,0.7,107863,2
Algeria,0.022,49.0516561,103963,1.17027E+11,106,0.028,0.1,0.08,72,0.6,34507214,1
Angola,0.049,52.1,22266,41789494462,111,0.02,0,0.195,50,0.2,17122409,0
Benin,0.04,49.0516561,3876,4705087452,26,0.072,0,0.119,59,0.1,8443671,0
Botswana,0.025,49.0516561,4646,10126990488,263,0.043,0,0.165,47,0.4,1895944,0
Burkina Faso,0.044,47.6,1360,5844669738,28,0.083,0,0.119,54,0.1,13822257,0
Burundi,0.044,49.0516561,187,1273180655,18,0.072,0,0.171,52,0,8042579,0
Cameroon,0.04,50.8,3828,17953103009,46,0.076,0,0.153,53,0.2,18611937,0
